id,left,top,right,bottom,District,DEM_mean,Slope_mean,LandCover_mean,ppp_sum,NDVI_JFM,NDVI_AMJ,NDVI_JAS,NDVI_OND,NDWI_JFM,NDWI_AMJ,NDWI_JAS,NDWI_OND,Soil_Phosp,Soil_Coppe,Soil_Iron,Soil_Magne,Rainfall,Soil_Boron,Soil_Alumi,Soil_Potas,LST_JFM,LST_AMJ,LST_JAS,LST_OND
8782,463564.9928,377771.7992,468564.9928,372771.7992,LAMWO,1016.8863,89.9427,2,1555.5,0.63,0.12,0.62,0.31,0.62,0.16,0.01,0.99,1890.33,276.99,121.64,386.77,91,102.35,890.42,238.23,1961,2087,1726,2520
8783,463564.9928,372771.7992,468564.9928,367771.7992,LAMWO,989.6781,89.8817,2,2973.0,0.50,0.20,0.12,0.58,0.46,0.48,0.85,0.76,1581.65,286.39,123.43,388.23,85.3566156007836,98.50,890.49,287.00,891,1383,356,2198
8784,463564.9928,367771.7992,468564.9928,362771.7992,LAMWO,966.6180,89.9426,2,2447.5,0.16,0.14,0.30,0.53,0.71,0.14,0.97,0.67,2200.56,311.27,124.33,398.09,78,100.51,894.19,286.69,1183,1983,1453,314
8785,463564.9928,362771.7992,468564.9928,357771.7992,LAMWO,922.7812,89.8856,2,102.8,0.40,0.94,0.94,0.14,0.68,0.44,0.60,0.59,2175.13,332.95,122.18,403.30,78,105.42,863.13,340.70,535,1752,2425,2177
8786,463564.9928,357771.7992,468564.9928,352771.7992,LAMWO,882.8453,89.8852,2,1696.8,0.48,0.45,0.21,0.56,0.29,0.37,0.70,0.08,2026.67,332.16,120.30,430.60,81.137835281105,104.78,867.76,393.81,1655,2140,667,550
8788,463564.9928,347771.7992,468564.9928,342771.7992,PADER,867.3457,89.9497,2,492.0,0.55,0.36,0.80,0.29,0.56,0.09,0.67,0.65,1125.08,318.21,118.25,399.02,84,93.31,869.76,329.86,2253,1719,2996,2084
8789,463564.9928,342771.7992,468564.9928,337771.7992,PADER,905.8440,89.9499,2,376.3,0.49,0.60,0.28,0.17,0.57,0.77,0.43,0.89,1245.87,279.31,117.31,370.82,85.2577249829469,89.56,876.59,245.91,1214,567,2391,1120
8790,463564.9928,337771.7992,468564.9928,332771.7992,PADER,941.0267,89.9436,2,121.5,0.66,0.52,0.25,0.17,0.78,0.69,0.27,0.18,1526.93,261.03,111.30,316.41,86,75.91,865.00,195.23,2300,1926,578,1253
8791,463564.9928,332771.7992,468564.9928,327771.7992,PADER,981.4309,89.9149,3,1952.0,0.02,0.90,0.12,0.45,0.30,0.29,0.29,0.89,1887.83,256.40,121.59,317.37,86,76.96,891.87,193.60,850,2285,1781,2216
8792,463564.9928,327771.7992,468564.9928,322771.7992,PADER,1024.3594,89.9071,3,391.2,0.07,0.95,0.01,0.09,0.18,0.65,0.20,0.13,2282.54,256.92,121.17,338.73,85.265607117844,86.19,916.42,198.33,2527,957,784,1615
8793,463564.9928,322771.7992,468564.9928,317771.7992,PADER,1020.6015,89.7853,2,1215.1,0.45,0.18,0.49,0.70,0.96,0.92,0.36,0.29,2411.56,238.40,119.50,362.89,85,99.43,901.87,201.97,2662,2861,1038,2951
8794,463564.9928,317771.7992,468564.9928,312771.7992,PADER,1004.7370,89.9101,1,617.0,0.77,0.57,0.16,0.37,0.26,0.40,0.03,0.65,1469.47,268.71,117.98,373.20,85,93.84,887.97,194.28,2508,1937,239,252
8797,463564.9928,302771.7992,468564.9928,297771.7992,OMORO,1034.1032,89.8472,2,2526.9,0.76,0.98,0.90,0.21,0.37,0.03,0.47,0.30,1765.59,260.64,125.56,356.77,82,108.61,944.88,219.83,764,2657,1991,808
8798,463564.9928,297771.7992,468564.9928,292771.7992,OMORO,1032.4599,89.7554,4,1520.1,0.79,0.48,0.49,0.78,0.37,0.99,0.30,0.13,1367.56,249.07,117.83,344.39,81.0777867755978,106.06,952.00,218.35,740,835,96,1481
8799,463564.9928,292771.7992,468564.9928,287771.7992,OYAM,1039.8940,89.9136,3,2179.5,0.07,0.63,1.00,0.39,0.21,0.19,0.84,0.42,1622.19,233.84,114.14,296.16,81,100.46,965.62,206.10,2944,1851,2300,2706
8800,463564.9928,287771.7992,468564.9928,282771.7992,OYAM,1069.0774,89.9447,4,2876.3,0.78,0.24,0.55,0.24,0.08,0.71,0.23,0.65,1065.11,246.88,126.78,264.25,80.8691323485976,98.85,984.57,199.25,1953,1990,629,964
8801,463564.9928,282771.7992,468564.9928,277771.7992,OYAM,1087.3481,89.9466,4,1288.6,0.75,0.74,0.04,0.77,0.61,0.99,0.58,0.58,924.71,260.13,139.09,260.20,76,91.50,965.96,178.24,1293,765,2609,2162
8802,463564.9928,277771.7992,468564.9928,272771.7992,OYAM,1102.3995,89.9113,4,1072.0,0.84,0.04,0.16,0.49,0.24,0.57,0.49,0.96,991.63,257.95,128.21,284.31,76,97.11,966.91,176.54,505,2228,2089,43
8803,463564.9928,272771.7992,468564.9928,267771.7992,OYAM,1098.1903,89.8483,4,2617.1,0.65,0.33,0.13,0.88,0.19,0.69,0.77,0.03,1223.17,243.05,122.14,284.40,76.4350960543661,99.07,965.06,193.18,111,2656,3,700
8804,463564.9928,267771.7992,468564.9928,262771.7992,OYAM,1086.7626,89.8195,4,1951.2,0.66,0.39,0.14,0.33,0.64,0.96,0.34,0.31,965.31,224.80,117.96,292.32,80,99.63,956.94,193.45,1658,88,1213,765
8805,463564.9928,262771.7992,468564.9928,257771.7992,KOLE,1064.7301,89.7435,3,734.4,0.20,0.31,0.93,0.63,0.74,0.58,0.20,0.72,1114.95,244.57,125.43,301.59,80,100.90,970.98,199.44,2878,1974,2405,743
8806,463564.9928,257771.7992,468564.9928,252771.7992,KOLE,1051.4095,89.1694,3,2853.8,0.12,0.48,0.29,0.66,0.14,0.32,0.48,0.80,1265.12,252.36,135.51,343.41,80.2127316390885,100.36,957.64,190.76,2012,1586,531,1236
8807,463564.9928,252771.7992,468564.9928,247771.7992,KOLE,1053.2188,89.5177,3,1849.5,0.67,0.97,0.24,0.95,0.78,0.75,0.10,0.27,1248.24,241.39,125.77,306.55,81,94.97,964.35,193.05,2386,1924,1942,743
8808,463564.9928,247771.7992,468564.9928,242771.7992,KOLE,1057.3872,89.5896,3,2978.8,0.98,0.65,0.25,0.08,0.10,0.43,0.80,0.72,1177.24,246.17,130.85,307.73,81,80.51,947.76,200.98,2410,237,1298,2211
8809,463564.9928,242771.7992,468564.9928,237771.7992,KOLE,1071.7198,89.8987,4,1136.0,0.67,0.45,0.20,0.51,0.98,0.97,0.32,0.85,1149.53,229.09,115.42,309.64,80.3671571001585,95.30,960.45,218.56,1092,1295,1464,1204
8810,463564.9928,237771.7992,468564.9928,232771.7992,KOLE,1076.6701,89.8452,4,2544.5,0.70,0.17,0.71,0.46,0.00,0.19,0.56,0.39,922.52,224.49,111.96,307.16,79,99.54,951.70,214.66,122,500,2894,2242
8811,463564.9928,232771.7992,468564.9928,227771.7992,KWANIA,1080.2843,89.9398,4,469.0,0.85,0.52,0.61,0.14,0.63,0.64,0.33,0.75,878.49,211.33,105.93,291.25,79,84.58,936.45,202.92,1743,2300,2235,1323
8812,463564.9928,227771.7992,468564.9928,222771.7992,KWANIA,1069.0979,89.8172,4,1692.9,0.99,0.99,0.12,0.02,0.65,0.95,0.37,0.40,996.98,222.54,109.82,304.72,78.178537592079,75.72,949.12,203.27,2291,984,7,362
8813,463564.9928,222771.7992,468564.9928,217771.7992,KWANIA,1052.3206,89.2388,4,178.1,0.63,0.00,0.03,0.86,0.00,0.95,0.23,0.70,1191.47,238.35,121.38,332.54,77,97.86,972.07,212.37,2420,2494,1887,2384
8814,463564.9928,217771.7992,468564.9928,212771.7992,KWANIA,1063.3368,89.8082,4,2108.0,0.73,0.56,0.73,0.99,0.24,0.97,0.85,0.31,1010.96,260.23,123.82,324.77,77,99.11,967.27,221.10,1971,2525,1180,225
8815,463564.9928,212771.7992,468564.9928,207771.7992,KWANIA,1067.4558,89.7480,4,2883.5,0.39,0.44,0.24,0.44,0.32,0.60,0.80,0.40,998.59,250.63,147.31,315.78,72.4924723999555,96.04,945.59,217.37,2679,2642,2608,2249
8816,463564.9928,207771.7992,468564.9928,202771.7992,KWANIA,1050.7339,89.4251,4,1910.4,0.16,0.66,0.10,0.57,0.05,0.09,0.86,0.25,1549.85,269.56,159.09,367.54,68,93.53,910.97,243.62,2942,1446,2768,998
8821,463564.9928,182771.7992,468564.9928,177771.7992,AMOLATAR,1054.7468,89.4307,4,419.7,0.27,0.46,0.66,0.51,0.05,0.03,0.94,0.32,1864.04,238.99,167.24,392.88,60.1614279547057,105.70,876.64,255.81,1483,1173,2565,2272
8822,463564.9928,177771.7992,468564.9928,172771.7992,AMOLATAR,1054.2521,89.2028,3,356.0,0.51,0.21,0.86,0.30,0.56,0.77,0.34,0.87,2125.39,255.71,188.51,437.34,58,113.36,876.19,256.21,1733,233,161,1306
8823,463564.9928,172771.7992,468564.9928,167771.7992,AMOLATAR,1054.5051,89.7667,3,1314.8,0.89,0.69,0.92,0.96,0.65,0.91,0.20,0.74,2767.70,263.10,216.79,471.86,58,115.44,809.67,322.90,235,1584,707,1955
8828,463564.9928,147771.7992,468564.9928,142771.7992,NAKASONGOLA,1059.9393,89.7458,3,1192.4,0.49,0.83,0.34,0.61,0.67,0.80,0.81,0.79,4040.40,252.18,203.87,436.37,57,102.12,855.87,237.89,1725,539,1834,2444
8829,463564.9928,142771.7992,468564.9928,137771.7992,NAKASONGOLA,1075.1000,89.8498,3,2645.6,1.00,0.26,0.87,0.23,0.49,0.53,0.78,0.22,3145.46,232.37,190.58,369.97,57,86.63,854.86,200.42,2692,710,1570,1993
8830,463564.9928,137771.7992,468564.9928,132771.7992,NAKASONGOLA,1081.3810,89.8812,3,2246.3,0.77,0.09,0.17,0.98,0.41,0.22,0.63,0.17,1174.03,242.03,228.00,379.25,54.0252351986423,91.03,872.28,203.12,2917,2300,562,2760
8831,463564.9928,132771.7992,468564.9928,127771.7992,NAKASONGOLA,1080.0760,89.9101,2,2334.5,0.71,0.23,0.17,0.15,0.67,0.59,0.97,0.91,1215.66,243.83,223.97,395.58,54,79.30,903.42,222.82,2547,2038,774,1171
8832,463564.9928,127771.7992,468564.9928,122771.7992,NAKASONGOLA,1086.1803,89.8773,2,1353.4,0.55,0.78,0.65,0.55,0.10,0.94,0.00,0.94,1181.24,235.66,229.28,415.35,54.500230891654,83.59,883.61,220.68,1863,1215,2360,1478
8833,463564.9928,122771.7992,468564.9928,117771.7992,NAKASONGOLA,1073.5182,89.7814,1,1309.2,0.91,0.78,0.05,0.49,0.02,0.15,0.44,0.02,1074.39,252.29,231.02,405.23,61,92.89,892.32,220.98,368,2327,1173,1870
8834,463564.9928,117771.7992,468564.9928,112771.7992,LUWERO,1073.9259,89.8426,2,751.9,0.21,0.27,0.28,0.76,0.73,0.58,0.08,0.59,1030.34,258.64,230.62,420.28,61,107.53,876.16,205.34,251,733,406,2014
8835,463564.9928,112771.7992,468564.9928,107771.7992,LUWERO,1067.1632,89.7400,2,1734.9,0.37,0.25,0.67,0.11,0.57,0.53,0.98,0.08,1163.72,260.85,234.57,440.85,61.5202803573477,107.40,890.72,213.76,2752,2577,667,2909
8836,463564.9928,107771.7992,468564.9928,102771.7992,LUWERO,1070.3138,89.6147,2,1467.6,0.06,0.02,0.14,0.25,0.26,0.16,0.25,0.46,1078.59,258.39,237.85,449.18,64,106.81,895.26,192.75,2964,1443,1526,2337
8837,463564.9928,102771.7992,468564.9928,97771.7992000003,LUWERO,1076.1523,89.8073,2,2049.1,0.53,0.33,0.70,0.84,0.79,0.43,0.34,0.49,1009.80,249.94,242.00,421.69,64,108.93,860.46,215.11,912,996,919,2160
8838,463564.9928,97771.7992000003,468564.9928,92771.7992000003,LUWERO,1076.4216,89.7139,2,290.0,0.63,0.43,0.65,0.56,0.93,0.22,0.99,0.05,1093.33,255.27,236.44,410.74,62.1149486529518,99.92,885.85,229.65,1165,2528,2431,119
8839,463564.9928,92771.7992000003,468564.9928,87771.7992000003,LUWERO,1079.5328,89.6210,2,1829.6,0.74,0.75,0.95,0.81,0.78,0.62,0.19,0.96,1059.09,258.24,239.75,379.25,57,111.89,840.55,212.77,690,1534,1179,1153
8840,463564.9928,87771.7992000003,468564.9928,82771.7992000003,LUWERO,1083.6667,89.6857,2,1864.4,0.12,0.29,0.90,0.76,0.48,0.11,0.19,0.27,1118.54,262.63,233.79,379.56,57,112.11,844.80,212.07,1458,688,1620,1340
8841,463564.9928,82771.7992000003,468564.9928,77771.7992000002,LUWERO,1091.4081,89.7143,3,1731.9,0.51,0.07,0.48,0.38,0.39,0.10,0.75,0.31,1332.36,257.07,228.48,375.95,55.5807742616561,120.44,786.58,231.51,482,1400,1502,2916
8842,463564.9928,77771.7992000002,468564.9928,72771.7992000002,LUWERO,1096.5043,89.7240,4,99.0,0.58,0.60,0.65,0.08,0.34,0.71,0.70,0.72,1154.06,272.79,243.78,380.77,53,116.01,771.00,223.86,2724,1723,115,2231
8843,463564.9928,72771.7992000002,468564.9928,67771.7992000002,LUWERO,1103.6373,89.6610,4,296.9,0.52,0.09,0.97,0.07,0.09,0.70,0.48,0.02,1260.50,282.73,259.44,340.40,53,109.66,815.90,202.74,1517,722,471,2558
8844,463564.9928,67771.7992000002,468564.9928,62771.7992000002,MUKONO,1107.3903,89.7536,4,1548.2,0.43,0.26,0.51,0.21,0.85,0.64,0.89,0.67,1044.62,262.73,263.26,302.87,53,111.87,827.77,174.64,2958,2073,2861,488
8845,463564.9928,62771.7992000002,468564.9928,57771.7992000002,MUKONO,1106.6125,89.6899,4,2120.5,0.47,0.11,0.12,0.12,0.16,0.44,0.63,0.09,1236.49,295.67,260.19,340.47,53,105.57,839.44,182.30,2459,1338,524,2724
8846,463564.9928,57771.7992000002,468564.9928,52771.7992000002,MUKONO,1143.1736,89.9570,4,2532.8,0.80,0.90,0.17,0.65,0.22,0.24,0.22,0.14,1220.16,308.14,260.26,332.79,53,112.94,825.86,191.99,2916,2878,604,2407
8847,463564.9928,52771.7992000002,468564.9928,47771.7992000002,MUKONO,1139.8120,89.8899,4,949.2,0.39,0.13,0.04,0.66,0.93,0.24,0.47,0.22,1274.18,291.06,247.26,297.94,51.8838557863152,107.32,820.27,186.82,1513,340,1027,712
8848,463564.9928,47771.7992000002,468564.9928,42771.7992000002,MUKONO,1171.2980,89.9897,4,1826.9,0.33,0.61,0.62,0.85,0.56,0.26,0.46,0.37,1074.65,281.47,227.63,270.66,51,112.62,828.72,184.39,2420,1671,1414,1080
8849,463564.9928,42771.7992000002,468564.9928,37771.7992000002,MUKONO,1169.7911,89.8263,5,2588.5,0.00,0.02,0.68,0.46,0.34,0.54,0.45,0.54,1318.61,268.24,223.04,282.10,51,105.56,835.05,183.12,2390,2190,2792,369
8850,463564.9928,37771.7992000002,468564.9928,32771.7992000002,MUKONO,1148.5966,89.5194,3,2225.1,0.91,0.99,0.15,0.08,0.23,1.00,0.10,0.25,1245.46,262.15,229.46,318.65,50.354722360647,105.45,844.42,197.74,78,288,2537,1833
8901,468564.9928,417771.7992,473564.9928,412771.7992,LAMWO,1229.7532,89.9937,1,2225.9,0.58,0.20,0.11,0.51,0.88,0.08,0.94,0.74,2736.94,242.62,173.83,460.93,95.095316867078,126.17,921.75,299.63,2887,775,2380,838
8902,468564.9928,412771.7992,473564.9928,407771.7992,LAMWO,1019.9002,89.9431,1,1431.8,0.69,0.50,0.22,0.05,0.04,0.32,0.59,0.57,1583.89,309.45,136.50,408.55,102,93.10,903.61,255.49,2060,441,1171,540
8903,468564.9928,407771.7992,473564.9928,402771.7992,LAMWO,1055.3200,89.9805,2,370.5,0.84,0.88,0.88,0.95,0.39,0.50,0.12,0.75,1554.62,294.93,132.69,434.43,102,108.84,908.08,254.28,1869,1103,945,1818
8904,468564.9928,402771.7992,473564.9928,397771.7992,LAMWO,1099.5281,89.9544,1,2915.1,0.83,0.52,0.36,0.79,0.23,0.10,0.23,0.56,1788.93,306.97,126.60,473.87,99.9730606221416,122.04,886.45,289.32,616,632,2068,1182
8905,468564.9928,397771.7992,473564.9928,392771.7992,LAMWO,1058.7737,89.9791,3,213.3,0.23,0.57,0.27,0.02,0.33,0.50,0.17,0.40,1633.35,329.72,116.94,417.36,93,119.21,886.40,302.94,1867,2223,2886,242
8906,468564.9928,392771.7992,473564.9928,387771.7992,LAMWO,1076.8741,89.9483,2,99.1,0.32,0.16,0.28,0.45,0.74,0.28,0.82,0.34,1404.33,283.16,117.21,411.83,93,89.68,929.23,220.37,683,1342,304,106
8907,468564.9928,387771.7992,473564.9928,382771.7992,LAMWO,1066.2637,89.9449,2,297.2,0.54,0.54,0.62,0.98,0.48,0.25,0.88,0.48,1415.31,297.65,117.15,413.48,92.3354494127732,92.56,918.75,245.99,321,752,2705,1781
8908,468564.9928,382771.7992,473564.9928,377771.7992,LAMWO,1065.9523,89.9124,2,1706.9,0.51,0.01,0.09,0.68,0.65,0.99,0.66,0.18,1937.67,298.99,118.10,371.63,91,98.69,919.29,229.40,100,2638,2242,1718
8909,468564.9928,377771.7992,473564.9928,372771.7992,LAMWO,1024.4472,89.9133,2,1829.9,0.02,0.41,0.94,0.34,0.62,0.05,0.08,0.41,1758.79,311.43,116.57,387.97,91,102.75,900.26,286.94,1904,2890,403,951
8910,468564.9928,372771.7992,473564.9928,367771.7992,LAMWO,983.4532,89.7898,2,1034.9,0.59,0.34,0.93,0.12,0.30,0.07,0.04,0.91,1980.26,303.65,123.14,413.84,85.4179581486949,103.48,878.92,309.27,660,1668,1913,2665
8911,468564.9928,367771.7992,473564.9928,362771.7992,LAMWO,968.9709,89.9421,2,1418.9,0.20,0.55,0.78,0.77,0.86,0.25,0.28,0.91,2393.48,318.20,120.43,457.46,78,110.68,878.00,285.25,2574,1263,2010,2017
8912,468564.9928,362771.7992,473564.9928,357771.7992,LAMWO,929.9983,89.9462,2,95.5,0.35,0.10,0.24,0.85,0.09,0.08,0.44,0.04,2279.38,322.02,121.35,387.73,78,103.09,880.14,301.57,2042,2557,438,413
8913,468564.9928,357771.7992,473564.9928,352771.7992,PADER,894.6739,89.9174,2,384.0,0.91,0.76,0.51,0.26,0.23,0.95,0.61,0.75,1836.65,328.40,120.31,438.03,81.137835281105,97.87,874.60,343.43,833,2848,1301,671
8914,468564.9928,352771.7992,473564.9928,347771.7992,PADER,878.9737,89.9487,2,2769.1,0.99,0.07,0.75,0.88,0.66,0.79,0.90,0.35,1347.65,350.62,120.65,459.10,84,87.44,851.61,356.03,963,821,2084,1935
8915,468564.9928,347771.7992,473564.9928,342771.7992,PADER,886.3134,89.8867,2,2042.7,0.06,0.43,0.84,0.26,0.31,0.01,0.82,0.05,1165.94,332.27,118.10,421.28,84,95.68,844.41,343.01,2035,840,727,976
8916,468564.9928,342771.7992,473564.9928,337771.7992,PADER,900.0981,89.9473,2,2294.5,0.40,0.78,0.70,0.23,0.01,0.32,0.79,0.84,1654.92,298.08,117.63,399.03,85.2577249829469,86.75,851.19,276.79,2261,2572,2558,360
8917,468564.9928,337771.7992,473564.9928,332771.7992,PADER,938.5175,89.9437,3,730.7,0.11,0.50,0.55,0.11,0.46,0.38,0.37,0.93,1621.14,280.78,116.04,327.79,86,69.29,880.89,219.88,2440,2045,439,611
8918,468564.9928,332771.7992,473564.9928,327771.7992,PADER,957.7794,89.9461,4,1700.4,0.86,0.02,0.24,0.29,0.14,0.16,0.94,0.44,1281.02,279.48,120.50,315.68,86,82.06,888.75,224.58,954,2780,1001,2732
8919,468564.9928,327771.7992,473564.9928,322771.7992,PADER,983.2318,89.9751,2,1161.3,0.17,0.10,0.71,0.40,0.90,0.91,0.39,0.34,1485.12,257.94,113.76,331.98,85.265607117844,88.49,899.07,192.59,1286,850,2307,2173
8920,468564.9928,322771.7992,473564.9928,317771.7992,PADER,1018.2932,89.8503,3,738.1,0.59,0.11,0.18,0.26,0.86,0.36,0.78,0.16,1758.57,252.39,113.38,363.53,85,93.35,908.55,193.33,945,519,1367,2471
8921,468564.9928,317771.7992,473564.9928,312771.7992,PADER,1025.1512,89.9438,2,2179.1,0.88,0.55,0.54,0.63,0.53,0.69,0.82,0.27,1984.96,252.89,120.15,378.49,85,103.65,900.26,209.62,991,2386,2352,2995
8922,468564.9928,312771.7992,473564.9928,307771.7992,PADER,1001.0357,89.9423,2,2465.2,0.12,0.71,0.84,0.05,0.91,0.90,0.85,0.77,1313.23,257.22,117.07,366.75,82.5360194554603,94.87,891.09,186.49,1502,2074,47,1617
8924,468564.9928,302771.7992,473564.9928,297771.7992,OMORO,1007.9246,89.7900,3,1918.3,0.98,0.39,0.01,0.20,0.80,0.85,0.01,0.54,1258.34,248.28,119.63,341.92,82,97.03,916.47,192.33,1432,1500,1396,2644
8925,468564.9928,297771.7992,473564.9928,292771.7992,OMORO,1030.4784,89.8513,4,2120.8,0.14,0.05,0.49,0.38,0.42,0.71,0.36,0.01,1434.54,265.85,118.65,326.89,81.0777867755978,102.97,940.39,205.48,774,108,691,1630
8926,468564.9928,292771.7992,473564.9928,287771.7992,OYAM,1042.8189,89.9117,4,2982.7,0.75,0.78,0.09,0.14,0.90,0.41,0.93,0.62,1171.73,243.49,116.44,298.48,81,106.38,955.68,203.77,1665,1690,2900,2166
8927,468564.9928,287771.7992,473564.9928,282771.7992,OYAM,1062.8013,89.8836,4,1872.8,0.51,0.49,0.78,0.84,0.55,0.72,0.54,0.36,1200.87,256.83,128.65,252.25,80.8691323485976,97.64,983.14,191.77,1012,367,1037,2077
8928,468564.9928,282771.7992,473564.9928,277771.7992,OYAM,1079.1547,89.8211,4,2367.0,0.15,0.34,0.39,0.49,0.93,0.17,0.77,0.07,772.28,252.79,134.73,258.09,76,96.78,966.93,201.61,2804,1758,1504,404
8929,468564.9928,277771.7992,473564.9928,272771.7992,OYAM,1100.5912,89.9750,4,1813.1,0.57,0.97,0.77,0.56,0.20,0.55,0.97,0.28,790.03,259.85,137.63,259.19,76,103.20,965.62,198.12,1836,1906,1594,1265
8930,468564.9928,272771.7992,473564.9928,267771.7992,OYAM,1093.6073,89.9096,4,2475.0,0.45,0.76,0.07,0.46,0.20,0.10,0.46,0.06,989.93,261.99,134.76,262.68,76.4350960543661,97.36,966.70,181.93,614,1020,2859,823
8931,468564.9928,267771.7992,473564.9928,262771.7992,KOLE,1073.6599,89.8733,4,1328.7,0.89,0.69,0.02,0.81,0.18,0.34,0.57,0.94,884.51,232.74,130.58,289.42,80,94.07,967.95,178.49,1943,701,2420,590
8932,468564.9928,262771.7992,473564.9928,257771.7992,KOLE,1062.3114,89.7386,4,567.4,0.06,0.60,0.73,1.00,0.69,0.47,0.23,0.40,1120.87,249.98,133.76,300.71,80,101.44,985.70,183.90,12,1836,1378,1819
8933,468564.9928,257771.7992,473564.9928,252771.7992,KOLE,1054.0326,89.6668,3,833.7,0.27,0.16,0.46,0.85,0.36,0.34,0.24,0.05,1167.37,251.44,133.30,317.71,80.2127316390885,99.31,968.70,189.91,200,154,1517,2582
8934,468564.9928,252771.7992,473564.9928,247771.7992,KOLE,1073.5652,89.8127,4,1776.7,0.71,0.87,0.73,0.79,0.98,0.21,0.73,0.94,911.73,246.78,116.99,281.79,81,80.91,977.93,202.94,1040,2358,748,1701
8935,468564.9928,247771.7992,473564.9928,242771.7992,KOLE,1061.6896,89.7417,3,2501.3,0.05,0.03,0.83,0.34,0.05,0.11,0.89,0.77,1159.49,234.83,124.96,321.54,81,80.84,964.20,206.78,2596,1707,2740,1218
8936,468564.9928,242771.7992,473564.9928,237771.7992,KOLE,1074.3604,89.7778,4,2139.7,0.87,0.07,0.72,0.16,0.81,0.37,0.92,0.59,1012.97,222.86,115.12,316.06,80.3671571001585,101.52,960.05,214.60,692,340,153,1380
8937,468564.9928,237771.7992,473564.9928,232771.7992,KOLE,1085.5209,89.9042,4,749.8,0.24,0.33,0.61,0.90,0.06,0.12,0.94,0.06,832.23,215.01,112.39,296.37,79,89.40,952.72,206.56,1901,121,1003,351
8938,468564.9928,232771.7992,473564.9928,227771.7992,KWANIA,1076.1869,89.9021,4,2580.3,0.04,0.29,0.76,0.96,0.23,0.34,0.45,0.74,897.38,214.79,108.48,298.36,79,59.92,940.55,201.34,1641,2120,1958,534
8939,468564.9928,227771.7992,473564.9928,222771.7992,KWANIA,1060.1663,89.7746,4,1136.5,0.79,0.07,0.22,0.73,0.24,0.91,0.57,0.79,1059.41,237.72,116.60,311.90,78.178537592079,76.61,965.44,195.49,2593,1478,299,2363
8940,468564.9928,222771.7992,473564.9928,217771.7992,KWANIA,1057.0964,89.5489,4,1077.0,0.47,0.56,0.15,0.48,0.32,0.50,0.54,0.52,1149.43,254.25,120.75,337.76,77,96.04,986.39,223.39,831,1140,2633,1430
8941,468564.9928,217771.7992,473564.9928,212771.7992,KWANIA,1070.4348,89.8114,4,896.8,0.62,0.25,0.35,0.11,0.66,0.74,0.07,0.17,1061.19,265.00,129.77,317.11,77,91.28,958.25,228.86,2000,556,532,1876
8942,468564.9928,212771.7992,473564.9928,207771.7992,KWANIA,1063.3611,89.7807,4,2086.9,0.01,0.15,0.23,0.11,0.75,0.39,0.14,0.63,1183.14,275.50,149.78,329.55,72.4924723999555,89.04,911.32,245.49,1565,2951,821,2987
8948,468564.9928,182771.7992,473564.9928,177771.7992,AMOLATAR,1056.7131,89.6470,4,2536.4,0.60,0.28,0.26,0.93,0.04,0.67,0.98,0.37,1911.42,254.51,183.96,379.93,60.1614279547057,106.62,872.05,251.64,2064,979,1176,1302
8957,468564.9928,137771.7992,473564.9928,132771.7992,NAKASONGOLA,1055.0267,89.7120,3,1878.0,0.12,0.90,0.94,0.01,0.14,0.72,0.40,0.67,1103.77,238.77,223.77,387.19,54.0252351986423,76.35,873.93,223.25,2304,200,2271,1131
8958,468564.9928,132771.7992,473564.9928,127771.7992,NAKASONGOLA,1069.2363,89.6578,2,1535.3,0.98,0.32,0.90,0.34,0.80,0.64,0.76,0.40,1084.93,244.71,240.15,402.99,54,96.93,869.10,211.02,1372,2415,1039,1380
8959,468564.9928,127771.7992,473564.9928,122771.7992,NAKASONGOLA,1067.0120,89.8758,2,361.4,0.43,0.19,0.43,0.87,0.17,0.05,0.48,0.91,1099.50,241.62,240.84,419.05,54.500230891654,81.40,866.13,222.68,200,1373,345,1664
8960,468564.9928,122771.7992,473564.9928,117771.7992,NAKASONGOLA,1061.5724,89.7141,2,1476.5,0.82,0.56,0.76,0.69,0.33,0.40,0.89,0.59,1193.49,252.82,234.32,437.25,61,90.92,876.01,235.24,860,2974,1747,2160
8961,468564.9928,117771.7992,473564.9928,112771.7992,LUWERO,1063.5655,89.8445,2,490.3,0.58,0.66,0.77,0.39,0.69,0.44,0.66,0.97,1173.69,276.69,233.77,446.33,61,102.39,865.39,305.60,1301,169,887,1789
8962,468564.9928,112771.7992,473564.9928,107771.7992,LUWERO,1054.9160,89.1791,2,725.7,0.09,0.71,0.29,0.22,0.93,0.11,0.29,0.27,1148.52,268.43,241.66,460.20,61.5202803573477,101.43,889.20,239.87,829,2254,260,2987
8963,468564.9928,107771.7992,473564.9928,102771.7992,LUWERO,1067.3591,89.8765,2,2778.4,0.90,0.14,0.97,0.64,0.67,0.62,0.23,0.92,1303.42,264.71,246.46,439.77,64,97.09,873.29,216.02,188,1237,2613,477
8964,468564.9928,102771.7992,473564.9928,97771.7992000003,LUWERO,1062.3594,89.4327,3,1638.3,0.53,0.80,0.90,0.04,0.18,0.10,0.21,0.86,1132.27,252.82,260.49,423.17,64,104.15,869.27,232.80,586,2544,2277,1811
